,user_id,transaction_id,purchase_time,purchase_type,purchase_amount_dollars
9994,user_e77f328f-37d9-4331-88f6-ed3fbb39acb0,ch_1f5ba502-9fc8-4bc5-8e68-32deaafb40c9,1067-11-08 05:26:33+00:00,Subscription Create,9.0
10019,user_0e8503ee-3e65-4718-9253-82beae002a62,ch_b387e7b7-62c6-4328-b717-1b06e09b7c3e,1067-10-24 16:00:56+00:00,Subscription Create,35.0
10022,user_e22c8892-16bb-4079-a3e7-ec8ff1b1e38a,ch_c06b6085-3eee-45dc-9a14-1bf0695c5fe1,1067-10-25 13:17:09+00:00,Subscription Create,35.0
10078,user_c724ed80-bdd7-48fe-b76d-c182b23b87c2,ch_777f6daa-4cd0-40b1-a90e-049b386831f0,1067-11-01 14:32:57+00:00,Credits package,80.0
10166,user_71689b47-cdca-4ceb-bc20-53a461fefcfa,ch_cab9969f-c428-4260-86b3-003cabad3c9d,1067-09-03 12:48:22+00:00,Subscription Create,9.0
10321,user_efd35c8c-085d-4cb5-b9e9-76d77f0ffafb,ch_d1a2b2cd-ae45-4023-87e6-f74e9d7ea15e,1067-08-27 23:08:16+00:00,Subscription Create,89.0
10352,user_59cd1644-f465-46b1-a476-c9bee188e99f,ch_e69ef785-6d06-4668-aa38-b90347b35d34,1067-11-07 03:19:43+00:00,Subscription Create,9.0
10359,user_7e1c9c21-8a5e-4614-b732-bb0b2f9c9ff7,ch_bb8f6cdb-95d4-4036-b108-781f518ae70f,1067-11-05 10:56:11+00:00,Subscription Create,9.0
10407,user_421a0539-4bdf-47c5-aa5e-31e1d9e0f1cf,ch_04543f97-15bf-4e6b-b190-50b0a576cd53,1067-10-30 07:14:03+00:00,Subscription Create,35.0
10444,user_37bdfd80-e81c-4fe3-91b8-b8ef2ca84aed,ch_f877f936-dfe6-4b8e-9ae7-42a87c37a455,1067-10-31 14:12:13+00:00,Subscription Create,89.0
10452,user_78c80980-72a2-4a7a-aa8a-f779c657cdd9,ch_f64528aa-b057-4eef-8fbf-3a6605782c4c,1067-11-05 12:24:18+00:00,Subscription Create,89.0
10490,user_1da112e7-bbc3-41d9-b50c-412c67fa9ed9,ch_2d733a8c-1fdf-4cf2-b7e2-4b393863a36f,1067-11-08 00:10:02+00:00,Upsell,39.0
10544,user_fc4eb09e-d87a-43a9-aab5-9783ea7f0a73,ch_242fe211-90b7-4431-86d9-051ef02c21b2,1067-08-30 11:10:18+00:00,Subscription Create,35.0
10554,user_e99c7e16-6824-46d5-97fa-a6a5bf661c42,ch_b7c289e8-4c63-4d2c-b9ad-2d3518e73f1c,1067-10-05 15:30:20+00:00,Subscription Create,9.0
10593,user_4599f53d-1c6e-47d6-be0f-7ed52ab5e409,ch_e78ab39b-4fa9-458a-b3ff-e6be95c51e13,1067-08-31 04:14:55+00:00,Subscription Create,35.0
10643,user_93ba287c-3d3c-4ea4-9fbc-68574b081140,ch_f3b591aa-27b9-46ab-ab35-8fd32b8898a4,1067-09-09 12:24:38+00:00,Subscription Create,9.0
10698,user_aa0e0a95-fbb8-46b3-882e-dadbccd3ed31,ch_5c9f2e56-0530-4663-9acd-2328c24495b3,1067-10-28 20:55:40+00:00,Subscription Create,39.0
10706,user_1aded1eb-db87-4ad3-b5e6-12a2724eff5b,ch_23dfe2b4-1824-47ba-ad49-583262c79604,1067-10-25 05:24:05+00:00,Subscription Create,39.0
10791,user_b22932a4-3cca-4788-8598-bcafa36fc9f0,ch_3afff902-260a-48ba-91ef-22d281da6cfa,1067-10-27 17:02:25+00:00,Subscription Create,35.0
10860,user_ced98562-ea4e-43cd-b847-7ac7c2d91440,ch_82dd9cdd-aa17-4710-afd0-d7cc2b8f1bc8,1067-10-31 11:56:57+00:00,Subscription Create,35.0
10861,user_a3610ed1-ea35-489d-9353-4c4f2dbbd404,ch_344c6bac-6768-49c0-beaa-8beae1abb7d2,1067-11-08 16:12:37+00:00,Subscription Create,35.0
10987,user_72522a23-86b6-4665-a0ab-65392f71f3e1,ch_995c6de3-32e3-4077-a496-d5d6bac84406,1067-10-13 03:20:16+00:00,Subscription Create,9.0
11029,user_f997d57f-24a4-4c2d-a1e5-cf8f888b4074,ch_a2086306-546a-4830-95c4-1997ed437292,1067-10-15 08:54:08+00:00,Subscription Update,32.75
11049,user_7e901589-6cec-4635-9c02-5f50b4be4b22,ch_1264f308-ded6-4581-8ca2-f5859bc29f76,1067-09-02 13:33:14+00:00,Subscription Create,35.0
11083,user_af3d4df1-615c-4b1a-b3db-aba76fdff8fb,ch_790d472e-7270-40e3-9ac6-0c70392f9840,1067-10-03 19:08:10+00:00,Subscription Create,35.0
11217,user_54c1744b-6ac8-4041-8192-09b321045ca1,ch_5fbfda3c-0936-4614-822d-0634715f8ff9,1067-10-31 05:53:34+00:00,Subscription Create,35.0
11234,user_5359178b-9ae3-461a-9fa3-730e6cb4fcfe,ch_9983bd8a-2477-4d05-98d0-5fca76f695d5,1067-11-01 23:04:35+00:00,Subscription Create,35.0
11242,user_26ae582d-46fc-4195-b363-1ab029792411,ch_3e29f5fd-1ead-4077-b066-4d5e82f1f28d,1067-11-05 22:51:17+00:00,Subscription Create,35.0
11490,user_369e2632-2938-473e-a0dd-ffe602481ffd,ch_cf5a4158-6fbd-4117-8e83-ead5e6e72295,1067-10-16 03:51:42+00:00,Subscription Create,35.0
11862,user_9e9394f6-56cb-4acc-901d-3b4f62bdfd93,ch_179a18cb-6162-49f3-8c24-826a5f2571c7,1067-10-02 10:14:02+00:00,Subscription Create,35.0
11910,user_05fa168c-2748-4674-8b35-a368b5112136,ch_2f73fe04-d3dc-4e34-9304-830a2542b6f0,1067-09-29 20:52:14+00:00,Subscription Update,80.0
11994,user_7a3744b2-2131-45d9-9bc7-5b241bb2d556,ch_88f9f7e9-81e8-480b-8bb3-061a4e29a971,1067-11-02 10:28:26+00:00,Subscription Create,29.0
12019,user_047c67b0-3a18-47ae-baf8-ac45fe8c39ec,ch_f1872db1-fe5f-4dd5-af56-f3acbbb51a42,1067-10-30 06:04:54+00:00,Subscription Create,35.0
12035,user_20d64e88-45bc-43ae-8727-a4e4fb228c9e,ch_fbf965b9-36d4-4fa4-ba21-ad0ef120a7d0,1067-11-05 03:13:21+00:00,Subscription Create,35.0
12097,user_b2824460-74ab-4416-a55b-699fa1aaace6,ch_da8eeaa0-2817-47ac-a590-ea4a039d74b5,1067-11-05 20:18:20+00:00,Credits package,10.0
12100,user_f38bda2c-8dde-4f11-973c-4a008c739aa3,ch_108bb021-4276-4a55-a158-7b8e5c2c925c,1067-11-09 10:49:15+00:00,Credits package,20.0
12113,user_1457f26c-4ebd-4e67-9fdc-fb0a2cd744f7,ch_1c04df2d-8a75-4dcb-80e6-aeed6f2a1ae4,1067-11-03 00:57:11+00:00,Subscription Update,34.88
12157,user_b9dd3800-06f2-4a3b-ad29-248fd9139e04,ch_fe2febeb-5e2b-4732-9307-02fec05eca39,1067-09-16 22:55:27+00:00,Subscription Create,9.0
12218,user_a384defb-6bb2-44f9-866f-53c3b8dcd7ed,ch_90b51eed-c614-4e34-8dab-19b9452ca3b3,1067-10-15 05:30:35+00:00,Upsell,29.0
12246,user_e20b1819-c837-4218-a5c8-52e494bd0b9f,ch_12b3aa7d-be9d-4766-9e25-22b63c03ce71,1067-09-09 19:54:22+00:00,Subscription Create,35.0
12269,user_abddb7ee-82bf-4adc-8c9a-f3c84ef1bb6f,ch_4dd11ece-0689-4abe-a96f-2bf3ec52a8d6,1067-09-24 18:34:16+00:00,Subscription Create,35.0
12279,user_5cd3c075-f898-4d5f-a847-ee231ce57846,ch_d25ab554-fb93-4820-9b94-c6e16b67e2e9,1067-09-27 19:45:36+00:00,Subscription Create,35.0
12357,user_4e3457d1-dcff-4411-9c56-4778612b85d1,ch_3f21cd44-c9cb-4468-8e8f-d328bbe8bd7a,1067-10-27 06:07:03+00:00,Subscription Create,9.0
12361,user_5ca45c6e-e047-436f-9467-5cadeb9dc682,ch_a3a6b18f-498b-437e-a7f9-fb631d1a0682,1067-10-30 14:54:34+00:00,Subscription Create,9.0
12405,user_e147f745-867b-4dd1-8f50-efeb8d0944f8,ch_05397176-ad96-4163-8391-0f17bb739219,1067-10-23 04:27:28+00:00,Subscription Create,35.0
12502,user_bacadd66-0aee-4604-be20-ad06809125f1,ch_83ab4e20-005c-4be0-a446-03ffc6f1663a,1067-11-02 08:31:13+00:00,Subscription Create,89.0
12524,user_933dba5a-61a7-4bc3-8d55-f7874cc7af3b,ch_a315eb38-8365-4337-af6d-db13441332fa,1067-11-03 08:00:46+00:00,Upsell,29.0
12543,user_0e8503ee-3e65-4718-9253-82beae002a62,ch_528f23d5-aafb-4725-81b4-48ab302daf9e,1067-10-28 18:46:44+00:00,Subscription Update,88.72
12651,user_c150d860-4228-43a3-8da5-071dbcb56f1c,ch_1a262759-62eb-40fa-988d-8f0c8a30b99b,1067-09-02 09:27:06+00:00,Subscription Create,35.0
12667,user_95d61cf1-581c-450e-ba47-d21cce220515,ch_a6e72617-e615-4173-9220-cc54c93f7213,1067-09-26 21:34:31+00:00,Subscription Create,35.0
12677,user_c18baa16-e74c-4a6b-9c69-5bd5365c8bfa,ch_8536fcb8-fe26-42cd-a827-c8f60d9ab323,1067-08-27 14:07:05+00:00,Subscription Create,35.0
12717,user_a85bf4fb-d009-4d0b-a4f1-1f24e4650b86,ch_f25d1f7d-2fa1-466b-8017-5e2109da56d9,1067-09-06 15:15:19+00:00,Upsell,49.0
12779,user_269fa509-575a-4a36-abaa-299ab839d69e,ch_d55566b0-a60b-45a4-84fe-fe96436d76b0,1067-10-22 13:52:54+00:00,Subscription Create,35.0
12824,user_0bed9f9e-c8e4-4588-97d3-ec73b05cb13f,ch_c2b8df0d-a980-4ee6-9ce3-46cc34589ed6,1067-11-06 09:24:51+00:00,Subscription Create,35.0
12835,user_e9ef1e4d-442b-4fb1-844b-51354ebc9516,ch_312b6b37-5eb7-4eff-894c-aa7718cf9151,1067-11-06 21:42:22+00:00,Subscription Create,39.0
12883,user_b590e090-32f4-4a76-a5c8-f8aeaf2e14cd,ch_2fb10589-6a94-454b-b802-ad97f368f38b,1067-11-03 14:34:13+00:00,Subscription Update,34.72
12884,user_fc64261e-b257-40f9-9214-6a82f8a66bdb,ch_ab2c1400-2c04-4beb-be19-c893913b4687,1067-10-21 13:57:51+00:00,Subscription Create,35.0
12933,user_bc50f7e2-9622-4812-b9a9-244d13a2aa31,ch_b77486f3-06a4-4cd4-b0e6-a3ca306dceea,1067-09-12 15:24:59+00:00,Subscription Create,9.0
13335,user_ca818f1f-4164-4462-93b0-b347b3f0c0aa,ch_b9211b5e-0078-421a-9676-3f36d8b3af17,1067-10-15 18:19:17+00:00,Subscription Create,9.0
13654,user_03fda02c-78e5-454a-94c8-006e5c910009,ch_d02d75f6-421d-4b2f-b92c-3bfb9effde1f,1067-10-20 12:08:52+00:00,Subscription Create,89.0
13678,user_287d4bcc-efc4-4de4-be94-09007adcbe17,ch_f82db143-169b-4a44-b2bb-9650518c6bb2,1067-09-24 06:28:47+00:00,Subscription Create,9.0
13679,user_7c7c1123-55b6-4723-8ebc-ed7a9624168c,ch_2fa78db6-ce0d-410a-a0de-424a283b243d,1067-09-11 07:10:40+00:00,Subscription Create,9.0
13691,user_dd1c40e5-8bc6-490a-95e9-83bc6b6c3f63,ch_03875d5a-3567-4667-9016-86f30a08e10c,1067-10-15 02:14:53+00:00,Subscription Create,9.0
13736,user_8881a793-55c5-405b-845a-f4a25bbca491,ch_a12aa07e-5ee3-4464-aa64-a4745162214a,1067-11-01 03:11:08+00:00,Subscription Create,29.0
13796,user_ab8c0afd-a90c-4987-9cee-44d6c6790c3f,ch_4da3cd3c-83de-486a-a910-ebab9c732560,1067-10-17 05:50:35+00:00,Subscription Create,35.0
14015,user_9a0fd68a-6070-4b22-b4d5-1b1af0948434,ch_c897a3d0-3adb-49b9-8215-24716e7faaa5,1067-10-31 19:50:49+00:00,Subscription Update,76.46
14060,user_a384defb-6bb2-44f9-866f-53c3b8dcd7ed,ch_5d889c5f-e90e-498b-a8bb-82317d4ccf10,1067-10-15 05:30:00+00:00,Subscription Update,30.0
14064,user_820b9ef6-1197-4cff-96f6-4335b053f4ae,ch_95d6e99e-f278-4ec7-bbda-c700f6605de9,1067-09-27 18:53:40+00:00,Subscription Update,54.0
14082,user_c8a2e0c4-65a0-4b83-ab66-98e7326f86d6,ch_a873b99a-c6f9-4c4a-843e-e8dd04d03481,1067-08-27 20:42:22+00:00,Subscription Create,9.0
14095,user_36f6cedd-89ca-4835-aa58-a85ab889b312,ch_3828ad4b-ede2-44ec-8065-2e9057d96aff,1067-10-18 04:39:00+00:00,Subscription Create,9.0
14115,user_fc5be63f-3701-4e52-b595-7bbdf3f5f275,ch_77ebacdd-733c-456a-97a0-d32b1e597c98,1067-10-29 21:16:55+00:00,Subscription Create,9.0
14233,user_a1c0bbe8-2b21-4847-8f46-6219ce77e703,ch_b7094530-1cfb-4aeb-9df0-55c7f629facd,1067-10-30 20:08:32+00:00,Subscription Create,35.0
14305,user_3106610a-9477-4b9c-9e7b-35c7c068ebfc,ch_f0c6ac2f-82b7-4b70-97cb-70c5eab63a0a,1067-10-09 00:46:51+00:00,Subscription Create,89.0
14342,user_cf63ac05-160f-4161-bbf4-f59ddf94dc01,ch_fbec6053-7abd-43d7-8b53-a467d60fb44c,1067-09-14 18:34:04+00:00,Subscription Update,26.0
14494,user_3d39bef4-27a8-4e41-b1d7-2fe77f4500c9,ch_96f9a100-62fa-4326-b85b-7d71fa7ba906,1067-10-13 23:27:19+00:00,Subscription Create,89.0
14534,user_847e681b-5947-448f-b7fb-2cbd54690b46,ch_ac66140b-b7c9-44dd-a4a3-4a080fbaba19,1067-09-13 20:03:59+00:00,Subscription Create,9.0
14608,user_7a8baa75-77ef-4f26-9bfd-df08e6757ac9,ch_478817f1-3f1c-47bf-8938-3363de9479ab,1067-10-22 18:50:42+00:00,Subscription Create,35.0
14665,user_5c304738-df5e-473c-9380-541019c62b2b,ch_2dfdc3f2-d62b-4ddd-a95a-c2841a6ce86c,1067-10-29 14:44:49+00:00,Subscription Create,9.0
14791,user_a810e32a-2d09-46f9-b8ed-210fbaf40c23,ch_b5a5139e-1178-4caa-846b-e79e2abbe167,1067-10-30 08:50:33+00:00,Subscription Create,35.0
14861,user_91f67fa6-e418-4c14-9334-5cbcb41fc23c,ch_9b48626c-5237-46f9-839f-b767302491ac,1067-09-12 09:05:22+00:00,Subscription Create,35.0
14877,user_c001cf1a-cd76-4045-b980-e4f688108879,ch_484848d0-0870-4136-97da-f62884541684,1067-09-12 12:59:02+00:00,Subscription Create,35.0
14913,user_89217f69-db1c-4140-8fa0-7291db70a6e4,ch_874492a3-dc94-42b1-b763-463238cc49db,1067-10-04 07:25:17+00:00,Subscription Create,150.0
14950,user_ebdac4b8-0c37-4f46-9825-9523deef2116,ch_5ef16012-d6ee-4e6a-982d-fb12c23e5831,1067-09-13 10:07:23+00:00,Subscription Create,35.0
15054,user_dcce00cd-f8b6-4586-b77b-ec566465ddac,ch_865b945e-9634-4d5e-8016-579eb5dd3697,1067-11-05 12:11:17+00:00,Subscription Create,150.0
15091,user_9924324d-0666-4621-b06b-51dadb640315,ch_8ca4b8b4-b86b-4b3a-af97-aa6421a6254e,1067-11-04 14:49:38+00:00,Subscription Create,35.0
15105,user_f3f8be98-a29a-45e6-b965-e42cb82bf397,ch_83a497b4-9e04-47ca-b160-669d66ccabc7,1067-11-17 16:36:58+00:00,Credits package,10.0
15114,user_b41672b9-20fa-412b-84a1-026495a0ee99,ch_d7b0089c-0a17-4fab-aac6-4402fc17dced,1067-11-04 17:20:59+00:00,Subscription Create,35.0
15132,user_1bb92a93-11b6-45fb-80da-250ebe465323,ch_64ff6cf4-c5c6-4805-b50a-5d1b754ee583,1067-10-16 07:48:57+00:00,Credits package,68.0
15162,user_aa4b02f7-968f-4bd3-bf36-091b1792107d,ch_5a9c159b-f763-43c6-8100-7506b9815ac2,1067-11-01 02:25:20+00:00,Subscription Update,32.72
15228,user_2b2b36e5-35e4-4b8f-8506-0b5483bacd9d,ch_04b2df87-efa0-4e88-b580-32c9af91a4a5,1067-09-11 07:47:16+00:00,Subscription Update,54.0
15377,user_12f7b871-5455-4f6b-932f-f1f6daef318f,ch_4dfed766-d874-42fa-8692-e1ccecb633f9,1067-10-09 19:47:48+00:00,Subscription Create,35.0
15424,user_c22a89c9-132c-44d4-a4be-df96710f15dc,ch_623cd962-8f8b-49f3-b766-a0c4874e984b,1067-10-15 11:34:13+00:00,Subscription Create,89.0
15501,user_6eb8a317-1c4b-4ef2-9b19-feb7d6b251f0,ch_7d3cd745-5724-413d-8bcb-9041ac674f5d,1067-10-29 17:55:42+00:00,Subscription Create,35.0
15538,user_6ece39f7-5a81-4754-a733-47ce3c6cfcb9,ch_19382f42-5c9c-4e8f-b27d-649e05934f94,1067-11-06 12:19:19+00:00,Subscription Create,35.0
15546,user_ed7db975-87b6-4841-9cef-57804ce5d9cb,ch_a3cfab6e-58e8-42a4-ba1a-098001107d44,1067-10-28 09:07:10+00:00,Subscription Create,39.0
15755,user_8bd0c9af-3d57-4653-a2f2-c64a386ec465,ch_bb1f18b7-6d61-4c9a-a80c-470bc46b4c0d,1067-09-08 13:27:54+00:00,Subscription Create,35.0
15843,user_1df077b3-4e23-4e3c-92b9-07afaf2242de,ch_8830e010-49d7-4029-a25a-121cf0261fc7,1067-10-15 10:32:28+00:00,Subscription Create,89.0
15872,user_a2f5a613-7b85-41e5-b03d-12a1ba3598d8,ch_e84bb181-7239-4eda-afac-f86f391ebfd4,1067-11-08 09:02:23+00:00,Subscription Create,9.0
15914,user_488eae94-7d47-4588-9fe4-aed96d1e405c,ch_db273adb-2d9b-492b-8cf0-73d4a0af0c1b,1067-11-02 17:12:07+00:00,Subscription Create,35.0
15937,user_f61cc737-603c-429f-8371-d2ab73f4ef57,ch_07580718-bd5c-4fea-a816-a75bc682437e,1067-11-02 22:46:30+00:00,Subscription Create,35.0
15984,user_9fa1d4f7-8db2-4af5-a0ff-739f36c837dc,ch_da2edb86-20bc-4495-99df-cd5cdc44229b,1067-11-07 22:25:26+00:00,Subscription Update,6.0
16051,user_7cd1a622-a90d-4c59-9efd-79b34110ab9c,ch_24f40635-cf9f-403a-b4bf-507c4698c959,1067-09-22 08:48:42+00:00,Subscription Create,9.0
16073,user_117f06c0-b08f-4e3b-9d0d-d92f7ed42acc,ch_9364da9a-a16f-4846-80f7-a6069a1077c3,1067-10-12 22:02:06+00:00,Subscription Create,9.0
16198,user_b6bee573-9463-468e-8693-a78a23f516a1,ch_76a97b30-d0ec-43dc-b330-991f69ca9b5b,1067-10-04 14:45:23+00:00,Subscription Create,39.0
16266,user_22108e5d-59eb-4a11-9da7-509e27d1f87a,ch_423b3603-ef53-4175-bd40-b769f98b3c95,1067-11-06 23:37:01+00:00,Subscription Create,9.0
16275,user_475c770b-3fb9-4e0e-9f5a-aa7d24667311,ch_c05d1b75-e9fc-464d-9c9f-d9e8833240e1,1067-11-05 22:24:36+00:00,Subscription Create,9.0
16292,user_28377cb3-9451-400a-aa43-548c458f5f0f,ch_61f7ccf5-5c9e-4997-ae2d-343ac508dcf2,1067-10-21 20:24:39+00:00,Subscription Create,35.0
16302,user_6d4f6ab3-fc81-43b2-8da9-5c2d9ee77c5f,ch_a1240f5b-6192-4831-9bc4-693d713f508d,1067-10-28 11:38:44+00:00,Subscription Create,35.0
16492,user_fb4a1976-f06b-429d-9b80-abc4e013789f,ch_940a89c3-d984-498c-b053-19fdb6f3f431,1067-08-27 17:29:36+00:00,Subscription Create,35.0
16662,user_1bf4ecd3-d8f5-4074-b07b-3140b0522a34,ch_c5cabe2d-4546-4e1c-aa37-ee5a891f0983,1067-10-25 14:36:35+00:00,Subscription Create,35.0
16683,user_17acacf2-34c4-409c-bd89-dc37638a730c,ch_bab20c5a-7700-4616-bafa-364c38b3f926,1067-11-01 14:14:26+00:00,Subscription Create,35.0
16695,user_52f2d20c-771a-4348-ab62-a8aca9df3d15,ch_38ea9837-1163-475c-820e-768ff1531fb1,1067-10-27 16:15:45+00:00,Subscription Create,39.0
16702,user_a3a25656-769e-40a7-bd85-d7a86049b9e2,ch_11a3b854-27f9-4c23-b0dc-dab81c6bae81,1067-11-05 19:55:27+00:00,Subscription Create,39.0
16796,user_ccfabbb9-90db-4bf1-ba99-8ca49fe31a53,ch_278b2faf-892e-48ee-bcf5-745f8d6ffb96,1067-10-12 03:43:18+00:00,Upsell,29.0
16822,user_a254f8d1-a33e-41e2-b80b-c894cf03bd3a,ch_bf89ecdd-8311-4d35-91c6-5c6cac09c1d9,1067-09-25 18:56:03+00:00,Subscription Create,35.0
16860,user_a5cdb1cb-98e6-4f40-ab90-587a1c3d2809,ch_781bee4e-2901-4474-bfca-c14a065b7e95,1067-10-14 14:55:12+00:00,Subscription Create,35.0
16868,user_8d456e26-33f6-4935-ba4b-2fa81e9461c6,ch_238b2de5-cc3e-4e46-b221-170701ddcc96,1067-10-05 05:26:28+00:00,Subscription Create,39.0
17028,user_18effcdc-966e-4475-a5fe-90e98611e479,ch_7d613a15-ae1b-4608-ae5a-04b0ddee1410,1067-10-26 07:21:07+00:00,Subscription Create,35.0
17073,user_f6b4a57f-8bb1-4c84-8477-7e76da617934,ch_1692f319-ff7d-40e8-b2ba-31ac1f3a8647,1067-09-28 11:32:39+00:00,Credits package,10.0
17264,user_5c9da1fe-a3dd-4f89-8fbd-577e9edc8206,ch_33be75c6-1164-44c2-8bf2-92190bd55ab2,1067-10-22 20:54:08+00:00,Subscription Create,29.0
17285,user_d93e8d24-4b66-445d-95d3-da3a1d72878d,ch_1ae5b09e-07ed-4af3-982d-ac6c13165ee8,1067-09-24 21:28:59+00:00,Subscription Create,35.0
17373,user_19b9f209-1415-44b2-ba7c-93b3cf4c98e9,ch_2d52d0cc-6b95-4f08-bd97-c1870bac8fc1,1067-11-04 11:33:09+00:00,Subscription Create,35.0
17376,user_b81f3a7c-74d4-4b94-b0ab-5874f098c46e,ch_a6081e01-f73d-4f75-9afc-b2d2648509ad,1067-11-07 16:40:12+00:00,Subscription Create,35.0
17382,user_21da1d33-183c-489d-8b1e-79840ceaaeed,ch_15917950-b3b2-47a0-985c-26910a9d7135,1067-11-06 03:45:08+00:00,Subscription Create,35.0
17401,user_f38bda2c-8dde-4f11-973c-4a008c739aa3,ch_83766836-ac20-4fa7-8df0-f855e2977b8e,1067-11-09 05:13:12+00:00,Subscription Create,39.0
17446,user_d79a0c1e-25d2-4023-abd0-102035e587d1,ch_72e3b08e-a873-41b4-84f6-83dd47eed484,1067-11-12 13:09:24+00:00,Credits package,5.0
17475,user_673e322b-4ab2-4fd1-9853-305ed40e6cda,ch_120ae6d9-6a15-4d58-90ba-f34dd80fc6a1,1067-11-11 08:17:06+00:00,Credits package,20.0
17495,user_f0acc59a-8a6e-4d49-8fdf-fcab80932f26,ch_3131b355-95ae-4831-bb76-39dddf62aaf7,1067-11-07 16:10:47+00:00,Upsell,29.0
17570,user_78a67cb6-7f1d-4ae5-8bec-6491e9c5efe3,ch_60dcc56f-d034-48d8-9c7b-b3a67174622d,1067-11-08 06:56:54+00:00,Subscription Create,35.0
17616,user_526715fe-77d0-4bfd-95d2-b85465eb1099,ch_63be3087-35a5-4642-9980-8cca856f57b6,1067-10-02 13:18:53+00:00,Subscription Create,9.0
17619,user_ef49069f-0635-4d11-8d5c-064239bb8b4b,ch_4682bf74-2f13-45b8-97ca-33f1684ef1db,1067-09-28 21:59:48+00:00,Subscription Create,9.0
17738,user_2dfc9696-2f5b-4dd1-921a-62ae8bed5cd0,ch_2bafa297-5068-4797-80bd-9c3e54f80eac,1067-08-31 08:49:20+00:00,Subscription Create,35.0
17858,user_98fda3ac-f4b0-49ba-beca-6af99dffd47c,ch_dc8c51f7-007d-41ef-9809-79c1eb45bef9,1067-11-03 23:14:55+00:00,Subscription Create,89.0
17966,user_f70593de-74d6-44dc-a101-b62dad09d3c3,ch_3af97092-1690-4a8d-8cf2-63e1d3bf5070,1067-10-01 22:36:12+00:00,Subscription Create,9.0
17991,user_8ad44dc0-eafb-4301-bb17-18415781f1f6,ch_af0b5cc2-5843-4c91-b4b5-6b03a9de692e,1067-09-11 17:02:01+00:00,Credits package,10.0
18029,user_09c61dfb-21c4-4bd7-9159-d712db6e5979,ch_ccfe567a-cdb8-4d97-8aff-fb247d0d46df,1067-08-27 20:28:04+00:00,Subscription Create,35.0
18074,user_3794004a-f8e8-413a-8973-c80e917922c7,ch_ba0c97b7-dc27-4e29-bca1-2d6a58efa680,1067-09-19 19:44:04+00:00,Subscription Create,35.0
18075,user_cfa96a6c-9771-4406-9cac-fea0bee9f4c5,ch_03b30c36-9369-4a42-969b-d5ee51a1a778,1067-09-18 09:05:28+00:00,Subscription Create,35.0
18230,user_3061aff9-0ffe-4903-a2cd-307f528c27f1,ch_1976ddd4-7b89-4db1-b8f4-ab85490c9680,1067-11-03 13:48:27+00:00,Subscription Create,35.0
18291,user_51691007-9cac-4c50-80b0-a2225e877130,ch_b18b52a9-3fd3-4426-b0d1-2af2a48659b9,1067-11-01 14:31:02+00:00,Subscription Update,11.22
18306,user_138192ab-d75c-4e8c-ac2b-b4c55e82956e,ch_ff2056ee-8de9-45a8-bffa-7f9052c9eda6,1067-11-04 20:32:53+00:00,Subscription Update,31.52
18335,user_03a7b3e9-5eb6-4786-b439-1d411ba290f1,ch_41e71f11-ba3f-4110-b488-e511fb7f5a77,1067-11-04 21:28:50+00:00,Subscription Create,9.0
18380,user_754b4f6f-3b9a-4211-8db3-48f1b9ad68a8,ch_6ae1bee2-358f-4db1-840b-d5a293da4e64,1067-10-16 20:53:11+00:00,Subscription Create,9.0
18441,user_c2935bc0-7f56-4721-880a-8f2e16918d3b,ch_9f41a21b-10af-4692-a2a9-1336b50e34e6,1067-09-19 14:29:00+00:00,Subscription Create,35.0
18470,user_c43b015b-58e4-453b-97cb-904d571d8bd7,ch_ce342c96-c78d-4e04-b1bd-19940bf724e7,1067-09-07 06:16:47+00:00,Subscription Create,35.0
18567,user_e13a6d7e-8eef-4fe1-a1f9-a450f101be66,ch_3f68b983-aa08-4a51-93de-131166bfe130,1067-11-07 13:08:38+00:00,Subscription Create,9.0
18593,user_86ca43a8-283f-4f29-9afa-4f6d3a02c60b,ch_8e992ec3-631c-4a2f-85ff-2425409b9ac6,1067-10-27 14:54:26+00:00,Subscription Create,35.0
18654,user_0aff2a62-130b-4495-988d-7535f39b44bb,ch_0410003a-a5f5-42f2-882e-9ad4960cc8c9,1067-10-26 15:10:56+00:00,Subscription Create,89.0
18691,user_259238d0-baf2-409b-b29c-31977e909b38,ch_bab4101d-1252-40ec-a6bd-bd5116e44cf6,1067-11-08 07:23:34+00:00,Upsell,29.0
18698,user_b4aafbc7-8cfb-4da0-900b-15eb716edd2c,ch_cad9e7bb-46fd-49a6-9325-bc32965e148f,1067-10-27 14:32:04+00:00,Subscription Create,35.0
18704,user_3bea5eb8-60dc-4ae4-a7a8-65746a819131,ch_0939c013-13f2-42af-977c-7a8dbe8d6acc,1067-11-02 18:40:21+00:00,Subscription Create,35.0
18800,user_91e3579f-f8b2-42c1-983d-9962810679a3,ch_89d4ac33-551b-44de-91c8-bccbf09c3bad,1067-11-03 23:23:38+00:00,Subscription Create,9.0
18843,user_96180f21-2425-4f6a-bbd6-523e7f5f06f5,ch_3fb35634-fc7f-48bb-a09a-6f2f1c79fa9f,1067-09-22 23:46:32+00:00,Subscription Create,35.0
18847,user_c7e00287-51e0-4ac3-9138-4647e68872c5,ch_f4c73f8a-5af0-4eb6-a57d-50decdba742a,1067-09-22 16:57:35+00:00,Subscription Create,35.0
